"Time (UTC)","Temperature Average 1 min (oC)","Humidity Average 1 min (%)","Wind Direction Prevailing 1 min (deg)","Wind Speed Average 1 min (m/s)","Solar Radiation Average 1 min (W/m2)","Pressure Average 1 min (mb)","Water Temperature Average 1 min (oC)","Wind Evaporation Average 1 min (m/s),"
05/02/2025 15:41,25.20,95.00,305.75,2.53,0.00,1009.10,26.44,1.02
05/02/2025 15:42,25.20,95.00,309.70,2.22,0.00,1009.08,26.48,0.90
05/02/2025 15:43,25.20,95.00,314.60,2.41,0.00,1009.00,26.43,0.89
05/02/2025 15:44,25.20,95.00,316.30,1.76,0.00,1009.00,26.40,0.85
05/02/2025 15:45,25.20,95.00,317.30,1.91,0.00,1009.00,26.40,0.69
05/02/2025 15:46,25.20,95.00,323.95,2.08,0.00,1009.00,26.40,0.78
05/02/2025 15:47,25.20,95.00,316.15,2.15,0.00,1008.95,26.40,0.86
05/02/2025 15:48,25.20,95.00,324.20,1.62,0.00,1008.90,26.40,0.81
05/02/2025 15:49,25.20,95.00,323.20,1.65,0.00,1008.90,26.40,0.91
05/02/2025 15:50,25.20,95.00,322.45,1.85,0.00,1008.90,26.40,0.98
05/02/2025 15:51,25.20,95.00,331.40,1.32,0.00,1008.81,26.40,0.78
05/02/2025 15:52,25.20,94.65,330.20,1.51,0.00,1008.80,26.40,0.93
05/02/2025 15:53,25.20,94.00,278.80,0.89,0.00,1008.80,26.40,0.56
05/02/2025 15:54,25.20,94.00,205.60,0.94,0.00,1008.78,26.40,0.59
05/02/2025 15:55,25.20,94.00,73.10,1.46,0.00,1008.70,26.40,0.77
05/02/2025 15:56,25.20,94.00,28.50,1.71,0.00,1008.70,26.40,0.85
05/02/2025 15:57,25.20,94.00,23.90,1.53,0.00,1008.70,26.40,0.84
05/02/2025 15:58,25.20,94.00,32.90,1.61,0.00,1008.70,26.34,0.31
05/02/2025 15:59,25.20,94.00,46.60,1.27,0.00,1008.70,26.30,0.65
05/02/2025 16:00,25.20,94.00,31.40,1.31,0.00,1008.70,26.30,0.93
05/02/2025 16:01,25.20,94.00,60.60,1.41,0.00,1008.70,26.30,0.78
05/02/2025 16:02,25.13,94.00,30.30,1.57,0.00,1008.70,26.30,0.69
05/02/2025 16:03,25.11,94.00,106.32,0.89,0.00,1008.68,26.30,0.68
05/02/2025 16:04,25.20,94.00,104.40,1.07,0.00,1008.60,26.30,0.45
05/02/2025 16:05,25.20,94.00,70.90,0.51,0.00,1008.60,26.30,0.13
05/02/2025 16:06,25.20,94.00,181.60,0.74,0.00,1008.60,26.30,0.41
05/02/2025 16:07,25.20,94.00,262.65,1.02,0.00,1008.60,26.30,0.77
05/02/2025 16:08,25.20,94.60,260.15,1.57,0.00,1008.60,26.30,0.89
05/02/2025 16:09,25.20,95.00,211.45,1.60,0.00,1008.60,26.30,1.12
05/02/2025 16:10,25.20,95.00,150.30,1.31,0.00,1008.60,26.30,0.75
05/02/2025 16:11,25.20,95.00,242.60,1.19,0.00,1008.60,26.30,0.60
05/02/2025 16:12,25.20,94.60,325.00,1.12,0.00,1008.63,26.30,0.68
05/02/2025 16:13,25.17,94.00,324.60,1.69,0.00,1008.70,26.29,0.78
05/02/2025 16:14,25.10,94.00,318.45,1.46,0.00,1008.62,26.20,0.93
05/02/2025 16:15,25.10,94.00,316.25,1.76,0.00,1008.60,26.20,0.85
05/02/2025 16:16,25.12,94.00,324.35,1.71,0.00,1008.60,26.20,0.96
05/02/2025 16:17,25.17,94.00,286.10,1.68,0.00,1008.60,26.20,0.97
05/02/2025 16:18,25.13,94.00,241.35,1.69,0.00,1008.60,26.20,0.93
05/02/2025 16:19,25.20,94.00,263.40,1.84,0.00,1008.60,26.20,1.02
05/02/2025 16:20,25.20,94.00,280.95,1.28,0.00,1008.60,26.20,0.96
05/02/2025 16:21,25.20,94.00,215.30,1.74,0.00,1008.54,26.20,1.00
05/02/2025 16:22,25.20,94.00,245.95,1.33,0.00,1008.50,26.20,0.90
05/02/2025 16:23,25.20,94.00,195.55,1.85,0.00,1008.50,26.20,1.07
05/02/2025 16:24,25.20,94.00,276.85,1.25,0.00,1008.50,26.20,0.76
05/02/2025 16:25,25.20,94.00,122.00,1.36,0.00,1008.50,26.20,0.66
05/02/2025 16:26,25.20,94.00,113.45,1.15,0.00,1008.50,26.20,1.02
05/02/2025 16:27,25.20,94.00,166.45,1.88,0.00,1008.50,26.20,0.86
05/02/2025 16:28,25.20,94.00,58.05,1.30,0.00,1008.50,26.17,1.21
05/02/2025 16:29,25.20,94.00,136.35,1.50,0.00,1008.50,26.16,1.28
05/02/2025 16:30,25.20,94.00,117.10,1.97,0.00,1008.47,26.14,1.31
05/02/2025 16:31,25.14,94.00,136.55,1.75,0.00,1008.40,26.11,1.37
05/02/2025 16:32,25.10,94.00,244.35,1.90,0.00,1008.40,26.10,1.15
05/02/2025 16:33,25.15,94.00,217.55,1.86,0.00,1008.32,26.10,1.17
05/02/2025 16:34,25.20,94.00,230.05,1.75,0.00,1008.30,26.10,1.09
05/02/2025 16:35,25.17,94.00,205.00,2.05,0.00,1008.30,26.10,1.30
05/02/2025 16:36,25.10,94.00,199.55,2.02,0.00,1008.30,26.10,1.24
05/02/2025 16:37,25.10,94.00,165.05,2.26,0.00,1008.30,26.10,1.34
05/02/2025 16:38,25.10,94.00,195.50,2.11,0.00,1008.30,26.10,1.36
05/02/2025 16:39,25.10,94.00,196.00,1.37,0.00,1008.30,26.10,0.99
05/02/2025 16:40,25.10,94.00,116.15,1.90,0.00,1008.30,26.10,1.19
05/02/2025 16:41,25.10,94.00,99.35,2.01,0.00,1008.30,26.10,1.26
05/02/2025 16:42,25.10,94.00,213.00,1.68,0.00,705.80,26.05,0.71
05/02/2025 16:43,25.10,94.00,149.40,1.62,0.00,0.00,26.00,1.02
05/02/2025 16:44,25.10,94.00,179.05,2.03,0.00,0.00,26.00,1.19
05/02/2025 16:45,25.10,94.00,216.45,2.06,0.00,0.00,26.00,1.10
05/02/2025 16:46,25.10,94.00,242.95,2.01,0.00,0.00,26.00,0.99
05/02/2025 16:47,25.10,94.00,175.40,2.01,0.00,1008.11,26.00,1.18
05/02/2025 16:48,25.10,94.00,263.70,2.14,0.00,1008.14,26.00,1.30
05/02/2025 16:49,25.10,94.00,291.30,1.76,0.00,1008.20,26.00,1.03
05/02/2025 16:50,25.10,94.00,243.60,1.88,0.00,1008.19,26.00,0.86
05/02/2025 16:51,25.10,94.00,293.20,1.37,0.00,1008.10,26.00,1.10
05/02/2025 16:52,25.10,94.00,243.15,1.38,0.00,1008.10,26.00,0.92
05/02/2025 16:53,25.10,94.00,207.25,1.21,0.00,1008.10,26.00,0.37
05/02/2025 16:54,25.10,94.00,245.70,1.08,0.00,1008.19,26.00,0.53
05/02/2025 16:55,25.10,94.00,256.85,1.42,0.00,1008.20,26.00,0.68
05/02/2025 16:56,25.10,94.00,306.11,1.61,0.00,1008.20,26.00,1.06
05/02/2025 16:57,25.10,94.00,335.20,1.53,0.00,1008.20,25.95,0.90
05/02/2025 16:58,25.10,94.00,292.40,1.40,0.00,1008.20,25.91,0.86
05/02/2025 16:59,25.10,94.00,242.55,1.92,0.00,1008.20,25.90,0.92
05/02/2025 17:00,25.10,94.00,302.40,1.53,0.00,1008.20,25.90,1.04
05/02/2025 17:01,25.10,94.00,318.15,1.42,0.00,1008.20,25.90,0.83
05/02/2025 17:02,25.10,94.00,329.85,1.26,0.00,1008.20,25.90,0.51
05/02/2025 17:03,25.10,94.00,302.40,1.88,0.00,1008.29,25.90,0.68
05/02/2025 17:04,25.10,94.00,330.05,1.73,0.00,1008.30,25.90,1.08
05/02/2025 17:05,25.10,94.00,334.57,2.19,0.00,1008.30,25.90,1.01
05/02/2025 17:06,25.01,94.00,317.53,2.38,0.00,1008.30,25.90,1.31
05/02/2025 17:07,25.00,93.30,326.90,2.31,0.00,1008.30,25.90,1.41
05/02/2025 17:08,25.00,94.00,336.00,1.56,0.00,1008.30,25.90,0.94
05/02/2025 17:09,25.07,94.00,310.80,2.10,0.00,1008.30,25.90,1.06
05/02/2025 17:10,25.10,94.00,305.10,1.52,0.00,1008.30,25.90,0.97
05/02/2025 17:11,25.10,94.00,290.25,2.08,0.00,1008.30,25.90,1.02
05/02/2025 17:12,25.09,94.00,230.70,1.75,0.00,1008.30,25.88,0.94
05/02/2025 17:13,25.00,93.50,248.35,1.74,0.00,1008.30,25.80,1.10
05/02/2025 17:14,25.00,93.55,83.75,1.52,0.00,1008.21,25.80,0.70
05/02/2025 17:15,25.06,93.65,161.95,1.56,0.00,1008.22,25.80,1.04
05/02/2025 17:16,25.10,93.95,132.65,1.41,0.00,1008.29,25.80,0.93
05/02/2025 17:17,25.10,93.55,211.10,1.99,0.00,1008.23,25.80,1.31
05/02/2025 17:18,25.10,93.15,214.95,1.11,0.00,1008.20,25.80,0.70
05/02/2025 17:19,25.10,93.45,92.10,1.04,0.00,1008.25,25.80,0.80
05/02/2025 17:20,25.10,94.00,192.65,1.20,0.00,1008.25,25.80,0.69
05/02/2025 17:21,25.10,94.00,165.65,1.47,0.00,1008.30,25.80,0.90
05/02/2025 17:22,25.10,94.00,134.60,1.71,0.00,1008.30,25.80,1.14
05/02/2025 17:23,25.10,94.00,179.50,1.32,0.00,1008.30,25.80,0.91
05/02/2025 17:24,25.10,94.00,231.95,2.04,0.00,1008.30,25.80,1.24
05/02/2025 17:25,25.10,94.00,231.50,1.45,0.00,1008.30,25.80,1.12
05/02/2025 17:26,25.10,94.00,151.20,1.19,0.00,1008.30,25.80,0.95
05/02/2025 17:27,25.10,94.00,212.20,1.59,0.00,1008.30,25.80,0.86
05/02/2025 17:28,25.10,94.00,225.55,1.59,0.00,1008.30,25.80,1.06
05/02/2025 17:29,25.10,94.00,119.15,1.03,0.00,1008.29,25.80,0.50
05/02/2025 17:30,25.10,93.25,97.25,2.30,0.00,1008.25,25.78,1.28
05/02/2025 17:31,25.10,93.35,244.20,1.96,0.00,1008.30,25.78,1.25
05/02/2025 17:32,25.06,93.05,222.40,2.06,0.00,1008.27,25.71,1.33
05/02/2025 17:33,25.05,93.00,276.05,1.55,0.00,1008.20,25.70,1.05
05/02/2025 17:34,25.10,93.00,176.15,1.80,0.00,1008.20,25.70,0.95
05/02/2025 17:35,25.05,93.00,279.10,1.99,0.00,1008.20,25.70,1.22
05/02/2025 17:36,25.00,93.00,258.55,1.87,0.00,1008.20,25.70,1.03
05/02/2025 17:37,25.00,93.00,194.95,2.08,0.00,1008.20,25.70,1.09
05/02/2025 17:38,25.00,93.00,307.40,1.76,0.00,1008.20,25.70,1.15
05/02/2025 17:39,25.00,93.00,277.70,2.13,0.00,1008.20,25.70,1.25
05/02/2025 17:40,25.00,93.00,324.30,1.93,0.00,1008.20,25.70,0.97
05/02/2025 17:41,25.00,93.10,334.50,1.67,0.00,1008.20,25.70,1.03
05/02/2025 17:42,25.00,93.00,305.00,1.99,0.00,1008.20,25.70,1.15
05/02/2025 17:43,25.00,93.00,251.00,1.70,0.00,1008.20,25.70,1.08
05/02/2025 17:44,25.00,93.00,252.15,1.65,0.00,1008.20,25.70,0.93
05/02/2025 17:45,25.00,93.65,264.90,2.03,0.00,1008.16,25.70,1.17
05/02/2025 17:46,25.00,94.00,258.40,1.92,0.00,1008.10,25.65,1.05
05/02/2025 17:47,25.00,94.00,308.20,1.92,0.00,1008.10,25.64,1.01
05/02/2025 17:48,25.00,94.00,309.35,2.61,0.00,1008.10,25.66,1.45
05/02/2025 17:49,25.00,94.00,305.60,2.17,0.00,1008.11,25.64,1.27
05/02/2025 17:50,25.00,94.00,291.35,2.20,0.00,201.64,25.60,1.14
05/02/2025 17:51,25.00,94.00,319.45,1.75,0.00,0.00,25.60,1.04
05/02/2025 17:52,25.00,94.00,339.60,2.31,0.00,0.00,25.60,1.23
05/02/2025 17:53,25.00,94.00,287.25,1.69,0.00,50.41,25.60,0.71
05/02/2025 17:54,25.00,94.00,332.90,2.08,0.00,907.36,25.60,1.07
05/02/2025 17:55,24.95,94.00,305.20,1.53,0.00,1008.20,25.60,0.97
05/02/2025 17:56,25.00,94.00,267.55,2.06,0.00,1008.20,25.60,1.37
05/02/2025 17:57,24.91,94.00,331.20,2.87,0.00,1008.20,25.60,1.40
05/02/2025 17:58,24.90,94.00,282.75,2.72,0.00,1008.21,25.60,1.42
05/02/2025 17:59,24.90,94.00,336.45,2.33,0.00,1008.26,25.60,1.13
05/02/2025 18:00,24.90,94.00,330.40,2.55,0.00,1008.30,25.60,1.40
05/02/2025 18:01,24.90,94.00,303.75,2.13,0.00,1008.30,25.60,1.15
05/02/2025 18:02,24.90,94.00,322.05,2.90,0.00,1008.30,25.60,1.25
05/02/2025 18:03,24.90,94.00,306.70,2.25,0.00,1008.29,25.54,1.19
05/02/2025 18:04,24.90,94.00,275.40,2.43,0.00,1008.23,25.54,1.31
05/02/2025 18:05,24.90,94.00,273.70,1.82,0.00,1008.25,25.52,1.19
05/02/2025 18:06,24.90,94.00,331.60,2.58,0.00,1008.30,25.50,1.30
05/02/2025 18:07,24.90,94.00,238.20,1.84,0.00,1008.27,25.50,0.86
05/02/2025 18:08,24.90,94.00,288.55,2.40,0.00,1008.27,25.50,1.14
05/02/2025 18:09,24.90,94.00,320.45,2.31,0.00,1008.23,25.50,1.53
05/02/2025 18:10,24.90,94.00,291.50,2.77,0.00,1008.22,25.50,1.82
05/02/2025 18:11,24.90,94.00,307.60,3.62,0.00,1008.20,25.50,2.08
05/02/2025 18:12,24.90,94.00,306.35,2.85,0.00,1008.20,25.50,1.61
05/02/2025 18:13,24.90,94.00,274.65,2.22,0.00,1008.20,25.50,1.20
05/02/2025 18:14,24.90,94.00,288.11,2.61,0.00,1008.20,25.50,1.48
05/02/2025 18:15,24.90,94.00,317.80,2.84,0.00,1008.20,25.50,1.69
05/02/2025 18:16,24.90,94.00,208.70,1.74,0.00,1008.20,25.50,1.23
05/02/2025 18:17,24.90,94.00,246.50,2.82,0.00,1008.20,25.49,1.71
05/02/2025 18:18,24.90,94.00,291.05,3.19,0.00,1008.20,25.40,1.84
05/02/2025 18:19,24.90,94.00,309.55,2.91,0.00,1008.26,25.40,1.90
05/02/2025 18:20,24.90,94.00,329.79,2.74,0.00,1008.28,25.40,1.63
05/02/2025 18:21,24.90,94.00,275.35,3.19,0.00,1008.26,25.40,2.01
05/02/2025 18:22,24.90,94.00,272.50,2.52,0.00,1008.28,25.40,1.36
05/02/2025 18:23,24.90,94.00,151.65,2.80,0.00,1008.28,25.40,1.70
05/02/2025 18:24,24.90,94.00,253.60,2.33,0.00,1008.28,25.40,1.43
05/02/2025 18:25,24.90,94.00,308.75,3.07,0.00,1008.30,25.40,2.14
05/02/2025 18:26,24.90,94.00,288.20,3.12,0.00,1008.30,25.40,1.62
05/02/2025 18:27,24.90,94.00,288.40,3.36,0.00,1008.30,25.38,2.06
05/02/2025 18:28,24.90,94.00,246.15,2.96,0.00,1008.30,25.40,2.01
05/02/2025 18:29,24.90,94.00,182.10,3.08,0.00,1008.30,25.40,2.18
05/02/2025 18:30,24.90,94.00,289.33,3.26,0.00,1008.30,25.40,1.63
05/02/2025 18:31,24.84,94.00,211.05,2.55,0.00,1008.30,25.35,1.57
05/02/2025 18:32,24.80,94.00,278.80,3.44,0.00,1008.30,25.38,1.82
05/02/2025 18:33,24.80,94.00,229.90,3.44,0.00,1008.30,25.33,1.85
05/02/2025 18:34,24.80,94.20,145.90,3.44,0.00,1008.30,25.30,2.39
05/02/2025 18:35,24.80,95.00,212.80,2.84,0.00,1008.30,25.30,1.68
05/02/2025 18:36,24.80,95.00,264.75,3.67,0.00,1008.30,25.30,2.08
05/02/2025 18:37,24.80,95.00,263.60,3.03,0.00,1008.30,25.30,1.97
05/02/2025 18:38,24.80,95.00,279.35,3.61,0.00,1008.30,25.30,2.28
05/02/2025 18:39,24.80,95.00,246.70,2.67,0.00,1008.30,25.30,1.67
05/02/2025 18:40,24.72,95.00,309.35,2.63,0.00,1008.38,25.30,1.54
05/02/2025 18:41,24.70,95.00,275.00,2.92,0.00,1008.40,25.30,1.50
05/02/2025 18:42,24.70,95.45,213.30,2.90,0.00,1008.40,25.30,1.71
05/02/2025 18:43,24.70,96.00,279.45,3.31,0.00,1008.42,25.30,2.07
05/02/2025 18:44,24.70,96.00,244.85,3.35,0.00,1008.46,25.30,2.42
05/02/2025 18:45,24.70,96.00,283.70,3.23,0.00,1008.50,25.29,1.86
05/02/2025 18:46,24.70,96.00,333.25,3.59,0.00,1008.52,25.24,2.00
05/02/2025 18:47,24.62,96.00,305.85,3.58,0.00,1008.58,25.20,2.13
05/02/2025 18:48,24.60,96.00,327.80,4.12,0.00,1008.60,25.20,1.64
05/02/2025 18:49,24.60,96.00,335.95,5.27,0.00,1008.60,25.20,2.94
05/02/2025 18:50,24.55,95.20,322.30,6.29,0.00,1008.60,25.20,3.05
05/02/2025 18:51,24.50,95.00,330.80,5.97,0.00,1008.62,25.20,3.06
05/02/2025 18:52,24.50,95.00,319.70,4.36,0.00,1008.70,25.20,2.98
05/02/2025 18:53,24.50,95.00,335.80,4.29,0.00,1008.70,25.20,2.69
05/02/2025 18:54,24.50,95.00,326.60,4.35,0.00,1008.77,25.14,2.17
05/02/2025 18:55,24.40,95.00,326.55,4.58,0.00,1008.80,25.12,2.09
05/02/2025 18:56,24.40,95.00,322.35,3.54,0.00,302.64,25.10,1.76
05/02/2025 18:57,24.40,95.00,332.20,4.20,0.00,0.00,25.10,2.09
05/02/2025 18:58,24.34,95.00,311.95,4.44,0.00,0.00,25.10,2.29
05/02/2025 18:59,24.30,95.00,288.25,3.61,0.00,0.00,25.10,2.11
05/02/2025 19:00,24.30,95.00,242.75,3.35,0.00,100.84,25.10,2.11
05/02/2025 19:01,24.25,95.00,241.50,3.88,0.00,705.82,25.10,2.58
05/02/2025 19:02,24.20,95.00,105.65,2.00,0.00,1008.27,25.10,1.36
05/02/2025 19:03,24.20,95.15,165.05,2.56,0.00,1008.17,25.02,1.44
05/02/2025 19:04,24.20,96.00,120.80,3.09,0.00,1008.10,25.00,1.74
05/02/2025 19:05,24.11,96.00,76.30,3.24,0.00,1008.02,25.00,2.09
05/02/2025 19:06,24.10,96.00,73.20,2.38,0.00,1008.00,25.00,1.41
05/02/2025 19:07,24.02,96.00,55.95,2.12,0.00,1008.00,24.99,1.68
05/02/2025 19:08,24.00,96.00,125.15,1.99,0.00,1008.00,24.90,1.17
05/02/2025 19:09,24.00,96.00,51.70,2.66,0.00,1007.92,24.95,1.02
05/02/2025 19:10,24.00,96.00,94.60,2.54,0.00,1007.90,24.97,1.26
05/02/2025 19:11,23.97,96.00,46.30,2.12,0.00,1007.88,24.90,1.23
05/02/2025 19:12,23.90,96.50,96.55,1.53,0.00,1007.80,24.90,0.75
05/02/2025 19:13,23.90,97.00,31.90,2.81,0.00,1007.73,24.90,1.31
05/02/2025 19:14,23.90,97.00,34.15,2.52,0.00,1007.68,24.90,1.00
05/02/2025 19:15,23.90,97.00,83.10,1.53,0.00,1007.68,24.90,0.88
05/02/2025 19:16,23.90,97.00,36.85,2.22,0.00,1007.70,24.90,0.61
05/02/2025 19:17,23.90,97.00,50.05,1.87,0.00,1007.70,24.90,1.05
05/02/2025 19:18,23.90,97.00,107.20,1.60,0.00,1007.70,24.90,0.76
05/02/2025 19:19,23.90,97.00,89.75,2.27,0.00,1007.70,24.90,0.81
05/02/2025 19:20,23.90,97.00,169.50,1.17,0.00,1007.70,24.90,0.26
05/02/2025 19:21,23.90,97.00,151.30,1.90,0.00,1007.70,24.90,0.94
05/02/2025 19:22,23.90,97.00,214.95,1.56,0.00,1007.70,24.84,0.68
05/02/2025 19:23,23.90,97.00,105.30,1.74,0.00,1007.70,24.82,0.84
05/02/2025 19:24,23.90,97.00,138.30,1.23,0.00,1007.70,24.80,0.42
05/02/2025 19:25,23.90,97.00,135.40,0.87,0.00,1007.63,24.80,0.32
05/02/2025 19:26,23.90,97.00,208.15,2.02,0.00,1007.60,24.80,0.75
05/02/2025 19:27,23.90,97.00,134.85,1.73,0.00,1007.60,24.80,1.16
05/02/2025 19:28,23.90,97.95,163.70,1.72,0.00,1007.60,24.80,0.60
05/02/2025 19:29,23.90,98.00,185.25,1.82,0.00,1007.60,24.80,1.31
05/02/2025 19:30,23.90,98.00,289.70,1.74,0.00,1007.60,24.80,0.96
05/02/2025 19:31,23.90,98.00,148.70,2.46,0.00,1007.55,24.80,1.12
05/02/2025 19:32,23.90,98.00,215.40,2.30,0.00,1007.52,24.80,1.25
05/02/2025 19:33,23.90,98.00,196.15,2.44,0.00,1007.54,24.80,1.57
05/02/2025 19:34,23.90,98.00,214.75,2.06,0.00,1007.50,24.80,1.27
05/02/2025 19:35,23.90,98.00,296.30,1.70,0.00,1007.50,24.80,1.07
05/02/2025 19:36,23.90,98.00,86.05,1.71,0.00,1007.50,24.80,0.81
05/02/2025 19:37,23.90,98.00,151.00,1.66,0.00,1007.50,24.80,1.03
05/02/2025 19:38,23.90,98.00,150.70,1.95,0.00,1007.50,24.79,0.91
05/02/2025 19:39,23.90,98.00,156.05,1.94,0.00,1007.50,24.70,1.15
05/02/2025 19:40,23.90,97.50,153.00,1.05,0.00,1007.40,24.70,0.54
05/02/2025 19:41,23.90,97.00,80.05,2.17,0.00,1007.40,24.70,1.14
05/02/2025 19:42,23.90,97.00,140.50,1.63,0.00,1007.40,24.70,0.82
05/02/2025 19:43,23.90,97.00,106.05,1.47,0.00,1007.40,24.70,0.95
05/02/2025 19:44,23.90,97.00,182.50,1.96,0.00,1007.40,24.70,0.99
05/02/2025 19:45,23.90,97.00,119.80,1.53,0.00,1007.40,24.70,1.22
05/02/2025 19:46,23.90,97.00,185.35,1.57,0.00,1007.41,24.70,0.75
05/02/2025 19:47,23.90,97.00,157.75,1.88,0.00,1007.50,24.70,0.82
05/02/2025 19:48,23.90,97.00,41.40,2.50,0.00,1007.49,24.70,1.36
05/02/2025 19:49,23.90,97.00,153.20,1.82,0.00,1007.45,24.70,0.96
05/02/2025 19:50,23.90,97.00,147.45,1.38,0.00,1007.40,24.70,0.78
05/02/2025 19:51,23.90,97.00,80.15,1.37,0.00,1007.40,24.70,0.90
05/02/2025 19:52,23.90,97.00,260.80,1.31,0.00,1007.40,24.70,0.63
05/02/2025 19:53,23.90,97.00,233.35,1.43,0.00,1007.40,24.66,1.01
05/02/2025 19:54,23.90,97.00,73.75,1.65,0.00,1007.40,24.65,1.02
05/02/2025 19:55,23.97,97.00,304.10,1.06,0.00,1007.40,24.70,0.57
05/02/2025 19:56,23.97,97.00,213.50,1.65,0.00,1007.39,24.70,0.77
05/02/2025 19:57,23.90,97.00,82.30,1.25,0.00,1007.30,24.68,1.01
05/02/2025 19:58,23.99,97.00,184.60,1.21,0.00,1007.30,24.60,0.94
05/02/2025 19:59,24.00,97.00,119.50,1.52,0.00,1007.30,24.63,0.86
05/02/2025 20:00,24.00,97.00,217.90,1.07,0.00,1007.30,24.62,0.51
05/02/2025 20:01,24.00,97.00,152.15,1.25,0.00,1007.22,24.60,0.51
05/02/2025 20:02,24.00,97.00,135.40,1.30,0.00,906.48,24.61,0.65
05/02/2025 20:03,24.00,97.05,115.80,1.22,0.00,0.00,24.60,0.76
05/02/2025 20:04,24.00,97.00,156.50,1.07,0.00,0.00,24.60,0.37
05/02/2025 20:05,24.00,97.00,156.85,1.16,0.00,0.00,24.60,0.38
05/02/2025 20:06,24.00,97.55,135.75,1.33,0.00,0.00,24.60,0.84
05/02/2025 20:07,24.00,97.95,118.65,1.29,0.00,201.42,24.60,0.76
05/02/2025 20:08,24.00,97.35,93.25,1.50,0.00,1007.10,24.60,0.70
05/02/2025 20:09,24.00,97.90,104.00,1.46,0.00,1007.10,24.60,0.45
05/02/2025 20:10,24.00,97.70,182.20,1.25,0.00,1007.03,24.60,0.49
05/02/2025 20:11,24.00,98.00,167.30,1.44,0.00,1007.00,24.60,0.61
05/02/2025 20:12,24.00,98.00,137.65,1.46,0.00,1007.00,24.60,0.61
05/02/2025 20:13,24.00,98.00,121.25,0.99,0.00,1006.94,24.60,0.00
05/02/2025 20:14,24.00,97.45,87.85,0.97,0.00,1006.90,24.60,0.40
05/02/2025 20:15,24.00,97.40,108.05,0.95,0.00,1006.90,24.60,0.39
05/02/2025 20:16,24.00,97.00,106.75,1.15,0.00,1006.83,24.60,0.48
05/02/2025 20:17,24.00,97.00,49.80,1.78,0.00,1006.80,24.60,0.81
05/02/2025 20:18,24.00,97.00,84.65,0.88,0.00,1006.80,24.60,0.61
05/02/2025 20:19,24.00,97.00,113.85,1.01,0.00,1006.80,24.60,0.46
05/02/2025 20:20,24.00,97.00,149.05,1.12,0.00,1006.80,24.60,0.40
05/02/2025 20:21,24.00,97.00,72.70,1.68,0.00,1006.80,24.60,0.75
05/02/2025 20:22,24.00,97.00,84.35,1.21,0.00,1006.73,24.60,0.44
05/02/2025 20:23,24.00,97.00,124.55,1.00,0.00,1006.70,24.60,0.66
05/02/2025 20:24,24.00,97.00,119.05,0.97,0.00,1006.70,24.60,0.21
05/02/2025 20:25,24.00,97.00,40.05,1.43,0.00,1006.70,24.56,0.62
05/02/2025 20:26,24.00,97.00,122.10,0.96,0.00,1006.70,24.60,0.34
05/02/2025 20:27,24.00,97.00,50.90,1.31,0.00,1006.60,24.59,0.77
05/02/2025 20:28,24.00,97.00,61.25,1.25,0.00,1006.60,24.52,0.38
05/02/2025 20:29,24.00,97.00,135.30,1.09,0.00,1006.60,24.52,0.85
05/02/2025 20:30,24.00,97.00,80.30,1.24,0.00,1006.60,24.55,0.58
05/02/2025 20:31,24.00,97.00,43.60,1.53,0.00,1006.60,24.50,0.52
05/02/2025 20:32,24.00,97.00,63.70,1.43,0.00,1006.60,24.50,0.55
05/02/2025 20:33,24.00,97.00,159.85,0.99,0.00,1006.60,24.50,0.43
05/02/2025 20:34,24.00,97.00,31.20,1.50,0.00,1006.60,24.50,0.42
05/02/2025 20:35,24.00,97.00,71.95,0.94,0.00,1006.55,24.50,0.66
05/02/2025 20:36,24.00,97.00,129.65,0.99,0.00,1006.50,24.50,0.65
05/02/2025 20:37,24.00,97.00,58.45,1.24,0.00,1006.58,24.50,0.63
05/02/2025 20:38,24.00,97.00,177.90,0.77,0.00,1006.50,24.50,0.06
05/02/2025 20:39,24.00,97.00,201.40,0.71,0.00,1006.50,24.50,0.00
05/02/2025 20:40,24.00,97.00,102.55,0.67,0.00,1006.50,24.50,0.00
05/02/2025 20:41,24.00,97.00,151.10,0.66,0.00,1006.50,24.50,0.00
05/02/2025 20:42,24.00,97.00,83.60,1.09,0.00,1006.50,24.50,0.06
05/02/2025 20:43,24.00,97.00,302.75,0.52,0.00,1006.50,24.50,0.00
05/02/2025 20:44,24.00,97.00,221.80,0.76,0.00,1006.50,24.50,0.24
05/02/2025 20:45,24.00,97.00,75.65,0.85,0.00,1006.50,24.50,0.23
05/02/2025 20:46,24.00,97.00,178.90,0.86,0.00,1006.50,24.50,0.04
05/02/2025 20:47,24.00,97.00,141.95,1.06,0.00,1006.47,24.50,0.76
05/02/2025 20:48,24.00,97.00,36.70,1.23,0.00,1006.40,24.50,0.67
05/02/2025 20:49,24.00,97.00,137.50,1.06,0.00,1006.40,24.50,0.67
05/02/2025 20:50,24.00,97.00,81.10,0.59,0.00,1006.40,24.50,0.32
05/02/2025 20:51,24.00,97.00,93.45,1.03,0.00,1006.40,24.50,0.46
05/02/2025 20:52,24.00,97.00,118.45,1.07,0.00,1006.40,24.50,0.61
05/02/2025 20:53,24.00,97.00,118.45,1.60,0.00,1006.40,24.50,0.49
05/02/2025 20:54,24.00,97.00,152.95,0.68,0.00,1006.40,24.50,0.48
05/02/2025 20:55,24.00,97.00,137.50,1.36,0.00,1006.43,24.50,0.88
